timestamp,ch_0,ch_1,ch_2,ch_3,anomali,tur,sutunlar
2024-12-13 01:50:00,0.0,0.0,18.5,0.05,0,normal,-
2024-12-13 01:55:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 02:00:00,0.0,0.0,18.6,0.05,0,normal,-
2024-12-13 02:05:00,0.0,0.0,18.3,0.05,0,normal,-
2024-12-13 02:10:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 02:15:00,0.0,0.0,18.5,0.05,0,normal,-
2024-12-13 02:20:00,0.0,0.0,18.6,0.05,0,normal,-
2024-12-13 02:25:00,0.0,0.0,18.1,0.05,0,normal,-
2024-12-13 02:30:00,0.0,0.0,18.5,0.05,0,normal,-
2024-12-13 02:35:00,0.0,0.0,18.3,0.05,0,normal,-
2024-12-13 02:40:00,0.0,0.0,18.2,0.05,0,normal,-
2024-12-13 02:45:00,0.0,0.0,18.3,0.05,0,normal,-
2024-12-13 02:50:00,0.0,0.0,18.1,0.05,0,normal,-
2024-12-13 02:55:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 03:00:00,0.0,0.0,18.0,0.05,0,normal,-
2024-12-13 03:05:00,0.0,0.0,18.5,0.05,0,normal,-
2024-12-13 03:10:00,0.0,0.0,18.6,0.05,0,normal,-
2024-12-13 03:15:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 03:20:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 03:25:00,0.0,0.1,18.8,0.05,0,normal,-
2024-12-13 03:30:00,0.0,0.0,18.1,0.05,0,normal,-
2024-12-13 03:35:00,0.0,0.0,17.8,0.05,0,normal,-
2024-12-13 03:40:00,0.0,0.0,18.0,0.05,0,normal,-
2024-12-13 03:45:00,0.0,0.0,17.5,0.05,0,normal,-
2024-12-13 03:50:00,0.0,0.0,17.9,0.05,0,normal,-
2024-12-13 03:55:00,0.0,0.0,17.8,0.05,0,normal,-
2024-12-13 04:00:00,0.0,0.0,17.6,0.05,0,normal,-
2024-12-13 04:05:00,0.0,0.1,17.6,0.05,0,normal,-
2024-12-13 04:10:00,0.0,0.0,18.1,0.05,0,normal,-
2024-12-13 04:15:00,0.0,0.0,17.9,0.05,0,normal,-
2024-12-13 04:20:00,0.0,0.0,17.8,0.05,0,normal,-
2024-12-13 04:25:00,0.0,0.0,17.8,0.05,0,normal,-
2024-12-13 04:30:00,0.0,0.0,18.2,0.05,0,normal,-
2024-12-13 04:35:00,0.0,0.1,18.3,0.05,0,normal,-
2024-12-13 04:40:00,0.0,0.0,18.8,0.05,0,normal,-
2024-12-13 04:45:00,0.0,0.1,18.3,0.05,0,normal,-
2024-12-13 04:50:00,0.0,0.0,18.2,0.05,0,normal,-
2024-12-13 04:55:00,0.0,0.0,18.4,0.05,0,normal,-
2024-12-13 05:00:00,0.0,0.1,18.5,0.05,0,normal,-
2024-12-13 05:05:00,0.0,0.0,18.7,0.05,0,normal,-
2024-12-13 05:10:00,0.0,0.0,18.5,0.05,0,normal,-
2024-12-13 05:15:00,0.0,0.0,18.8,0.05,0,normal,-
2024-12-13 05:20:00,0.0,0.0,18.3,0.05,0,normal,-
2024-12-13 05:25:00,0.0,0.0,18.8,0.05,0,normal,-
2024-12-13 05:30:00,0.0,0.2,18.6,0.05,0,normal,-
2024-12-13 05:35:00,0.0,0.1,19.0,0.05,0,normal,-
2024-12-13 05:40:00,0.0,0.0,18.6,0.05,0,normal,-
2024-12-13 05:45:00,0.0,0.0,18.8,0.05,0,normal,-
2024-12-13 05:50:00,0.0,0.0,18.8,0.05,0,normal,-
2024-12-13 05:55:00,0.0,0.1,18.8,0.05,0,normal,-
2024-12-13 06:00:00,742.0,4.7,21.1,3.068,0,normal,-
2024-12-13 06:05:00,749.0,4.8,24.0,3.08,0,normal,-
2024-12-13 06:10:00,757.0,5.2,25.9,3.734,0,normal,-
2024-12-13 06:15:00,750.0,5.0,27.3,3.09,0,normal,-
2024-12-13 06:20:00,749.0,4.9,28.7,2.903,0,normal,-
2024-12-13 06:25:00,752.0,4.4,30.1,2.727,0,normal,-
2024-12-13 06:30:00,752.0,4.7,31.2,3.202,0,normal,-
2024-12-13 06:35:00,747.0,4.5,31.4,3.108,0,normal,-
2024-12-13 06:40:00,749.0,4.0,32.1,2.599,0,normal,-
2024-12-13 06:45:00,753.0,4.3,33.1,2.722,0,normal,-
2024-12-13 06:50:00,751.0,4.6,33.4,3.224,0,normal,-
2024-12-13 06:55:00,750.0,4.4,33.7,3.107,0,normal,-
2024-12-13 07:00:00,755.0,4.3,33.8,2.764,0,normal,-
2024-12-13 07:05:00,748.0,4.2,33.7,3.032,0,normal,-
2024-12-13 07:10:00,750.0,3.9,34.1,2.964,0,normal,-
2024-12-13 07:15:00,748.0,4.3,34.6,2.548,0,normal,-
2024-12-13 07:20:00,754.0,4.2,34.4,2.832,0,normal,-
2024-12-13 07:25:00,744.0,4.0,34.9,2.981,0,normal,-
2024-12-13 07:30:00,748.0,4.3,35.2,2.862,1,drift,"ch_2,ch_3"
2024-12-13 07:35:00,748.0,4.3,35.00128633017953,2.503887076400226,1,drift,"ch_2,ch_3"
2024-12-13 07:40:00,752.0,4.4,35.505145320718135,2.9839815791829154,1,drift,"ch_2,ch_3"
2024-12-13 07:45:00,752.0,4.5,35.111576971615804,3.1808182747473226,1,drift,"ch_2,ch_3"
2024-12-13 07:50:00,754.0,4.0,34.92058128287254,3.329186096665951,1,drift,"ch_2,ch_3"
2024-12-13 07:55:00,745.0,3.7,35.23215825448835,2.3826336388288984,1,drift,"ch_2,ch_3"
2024-12-13 08:00:00,752.0,4.5,35.54630788646321,3.8127599791267164,1,drift,"ch_2,ch_3"
2024-12-13 08:05:00,749.0,4.5,35.863030178797146,2.866872269400959,1,drift,"ch_2,ch_3"
2024-12-13 08:10:00,748.0,4.7,36.18232513149016,3.4755326807137927,1,drift,"ch_2,ch_3"
2024-12-13 08:15:00,752.0,4.7,36.50419274454222,3.6158038615078945,1,drift,"ch_2,ch_3"
2024-12-13 08:20:00,747.0,4.8,36.22863301795337,3.6313577632268124,1,drift,"ch_2,ch_3"
2024-12-13 08:25:00,744.0,4.9,37.15564595172357,3.459988597972142,1,drift,"ch_2,ch_3"
2024-12-13 08:30:00,749.0,5.3,37.28523154585285,3.3599433805483976,1,drift,"ch_2,ch_3"
2024-12-13 08:35:00,746.0,5.1,37.71738980034119,3.7812334970702217,1,drift,"ch_2,ch_3"
2024-12-13 08:40:00,748.0,4.6,37.852120715188605,3.2951289146397436,1,drift,"ch_2,ch_3"
2024-12-13 08:45:00,751.0,4.5,37.98942429039508,2.866743090760287,1,drift,"ch_2,ch_3"
2024-12-13 08:50:00,751.0,4.2,38.02930052596062,4.284749602549098,1,drift,"ch_2,ch_3"
2024-12-13 08:55:00,755.0,4.5,38.27174942188523,3.902314912914575,1,drift,"ch_2,ch_3"
2024-12-13 09:00:00,749.0,4.8,38.616770978168915,4.425360235825192,1,drift,"ch_2,ch_3"
2024-12-13 09:05:00,745.0,4.7,38.56436519481166,3.5556326468799444,1,drift,"ch_2,ch_3"
2024-12-13 09:10:00,748.0,4.3,38.81453207181347,4.216388006137589,1,drift,"ch_2,ch_3"
2024-12-13 09:15:00,747.0,4.3,38.66727160917435,4.363538428301037,1,drift,"ch_2,ch_3"
2024-12-13 09:20:00,746.0,5.0,39.022583806894296,4.761521864341733,1,drift,"ch_2,ch_3"
2024-12-13 09:25:00,751.0,4.3,38.98046866497331,3.930109082544096,1,drift,"ch_2,ch_3"
2024-12-13 09:30:00,748.0,4.3,39.54092618341139,3.7692576783135716,1,drift,"ch_2,ch_3"
2024-12-13 09:35:00,744.0,4.2,39.203956362208544,4.127185689402916,1,drift,"ch_2,ch_3"
2024-12-13 09:40:00,752.0,4.8,40.26955920136476,3.854415417777969,1,drift,"ch_2,ch_3"
2024-12-13 09:45:00,750.0,4.5,39.93773470088005,3.9898020491625275,1,drift,"ch_2,ch_3"
2024-12-13 09:50:00,751.0,4.4,40.308482860754395,4.625050810189897,1,drift,"ch_2,ch_3"
2024-12-13 09:55:00,750.0,4.1,40.28180368098782,4.269225705745153,1,drift,"ch_2,ch_3"
2024-12-13 10:00:00,752.0,4.0,40.5576971615803,4.4975742761352455,1,drift,"ch_2,ch_3"
2024-12-13 10:05:00,750.0,4.5,40.73616330253186,5.060656915615576,1,drift,"ch_2,ch_3"
2024-12-13 10:10:00,754.0,4.8,41.31720210384248,6.279281857009697,1,drift,"ch_2,ch_3"
2024-12-13 10:15:00,751.0,4.8,41.800813565512165,6.163551658352649,1,drift,"ch_2,ch_3"
2024-12-13 10:20:00,751.0,4.6,42.38699768754093,5.413307153336258,1,drift,"ch_2,ch_3"
2024-12-13 10:25:00,751.0,4.1,42.17575446992875,5.947372977077079,1,drift,"ch_2,ch_3"
2024-12-13 10:30:00,746.0,4.1,41.667083912675636,5.2590334102515754,1,drift,"ch_2,ch_3"
2024-12-13 10:35:00,750.0,4.3,42.2609860157816,5.544969962769407,1,drift,"ch_2,ch_3"
2024-12-13 10:40:00,749.0,4.4,41.957460779246624,6.4903744274643005,1,drift,"ch_2,ch_3"
2024-12-13 10:45:00,751.0,4.5,42.05650820307071,5.493403815673697,1,drift,"ch_2,ch_3"
2024-12-13 10:50:00,746.0,4.3,42.158128287253874,6.173004615100653,1,drift,"ch_2,ch_3"
2024-12-13 10:55:00,755.0,4.4,42.0623210317961,5.855532547108654,1,drift,"ch_2,ch_3"
2024-12-13 11:00:00,750.0,4.5,42.0690864366974,6.752680160494685,1,drift,"ch_2,ch_3"
2024-12-13 11:05:00,746.0,5.0,42.07842450195776,8.127065153241926,1,drift,"ch_2,ch_3"
2024-12-13 11:10:00,745.0,5.5,43.09033522757719,7.304405283458509,1,drift,"ch_2,ch_3"
2024-12-13 11:15:00,749.0,5.4,43.40481861355568,7.96411213281941,1,drift,"ch_2,ch_3"
2024-12-13 11:20:00,750.0,5.1,43.721874659893246,7.288191496958253,1,drift,"ch_2,ch_3"
2024-12-13 11:25:00,748.0,5.1,43.441503366589885,7.528458046731392,1,drift,"ch_2,ch_3"
2024-12-13 11:30:00,750.0,4.9,43.763704733645575,7.402446645639595,1,drift,"ch_2,ch_3"
2024-12-13 11:35:00,748.0,4.8,43.98847876106034,9.54749031123491,1,drift,"ch_2,ch_3"
2024-12-13 11:40:00,752.0,4.8,43.71582544883418,9.99979143782636,1,drift,"ch_2,ch_3"
2024-12-13 11:45:00,748.0,4.5,43.64574479696708,8.904124311877279,1,drift,"ch_2,ch_3"
2024-12-13 11:50:00,750.0,4.8,43.47823680545905,8.256638309715752,1,drift,"ch_2,ch_3"
2024-12-13 11:55:00,753.0,4.8,44.31330147431009,9.531493913800519,1,drift,"ch_2,ch_3"
2024-12-13 12:00:00,758.0,4.9,44.35093880352019,9.787453685581172,1,drift,"ch_2,ch_3"
2024-12-13 12:05:00,747.0,4.9,44.791148793089356,10.206820480755912,1,drift,"ch_2,ch_3"
2024-12-13 12:10:00,749.0,4.8,44.233931443017596,10.254078344064476,1,drift,"ch_2,ch_3"
2024-12-13 12:15:00,747.0,4.5,44.6792867533049,10.038597146948078,1,drift,"ch_2,ch_3"
2024-12-13 12:20:00,752.0,4.4,44.527214723951275,10.397914603376943,1,drift,"ch_2,ch_3"
2024-12-13 12:25:00,747.0,4.4,44.877715354956706,10.462021825193265,1,drift,"ch_2,ch_3"
2024-12-13 12:30:00,749.0,4.5,44.53078864632121,10.131960646757632,1,drift,"ch_2,ch_3"
2024-12-13 12:35:00,750.0,4.7,44.986434598044795,9.780295681174577,1,drift,"ch_2,ch_3"
2024-12-13 12:40:00,747.0,4.5,45.64465321012744,10.688568696072265,1,drift,"ch_2,ch_3"
2024-12-13 12:45:00,747.0,4.6,45.60544448256914,9.979733283992687,1,drift,"ch_2,ch_3"
2024-12-13 12:50:00,749.0,4.2,45.46880841536992,11.084885563540508,1,drift,"ch_2,ch_3"
2024-12-13 12:55:00,744.0,4.2,45.83474500852976,11.231500744691875,1,drift,"ch_2,ch_3"
2024-12-13 13:00:00,746.0,4.4,45.803254262048675,11.8610554786605,1,drift,"ch_2,ch_3"
2024-12-13 13:05:00,749.0,3.8,46.17433617592665,11.786764399109279,1,drift,"ch_2,ch_3"
2024-12-13 13:10:00,750.0,4.0,46.1479907501637,10.551071856436572,1,drift,"ch_2,ch_3"
2024-12-13 13:15:00,749.0,4.3,45.72421798475981,12.016011920672355,1,drift,"ch_2,ch_3"
2024-12-13 13:20:00,745.0,4.5,45.903017879714994,11.65484793836266,1,drift,"ch_2,ch_3"
2024-12-13 13:25:00,749.0,4.4,46.68439043502924,13.758839207359173,1,drift,"ch_2,ch_3"
2024-12-13 13:30:00,752.0,4.4,46.96833565070255,16.552788542465088,1,drift,"ch_2,ch_3"
2024-12-13 13:35:00,752.0,4.2,47.05485352673494,14.48197340665076,1,drift,"ch_2,ch_3"
2024-12-13 13:40:00,750.0,4.3,47.54394406312639,13.558937427044636,1,drift,"ch_2,ch_3"
2024-12-13 13:45:00,747.0,4.2,47.3356072598769,15.79993069887989,1,drift,"ch_2,ch_3"
2024-12-13 13:50:00,752.0,4.3,47.32984311698649,13.735640213123574,1,drift,"ch_2,ch_3"
2024-12-13 13:55:00,748.0,4.2,47.22665163445514,17.190766099434573,1,drift,"ch_2,ch_3"
2024-12-13 14:00:00,746.0,4.3,47.12603281228286,14.386665901699715,1,drift,"ch_2,ch_3"
2024-12-13 14:05:00,748.0,4.5,47.32798665046964,13.272889220357367,1,drift,"ch_2,ch_3"
2024-12-13 14:10:00,754.0,4.6,39.0,3.767,0,normal,-
2024-12-13 14:15:00,751.0,4.7,40.0,3.445,0,normal,-
2024-12-13 14:20:00,753.0,4.7,39.8,2.881,0,normal,-
2024-12-13 14:25:00,749.0,4.4,39.5,3.024,0,normal,-
2024-12-13 14:30:00,753.0,4.6,39.7,3.015,0,normal,-
2024-12-13 14:35:00,748.0,4.8,40.3,3.141,0,normal,-
2024-12-13 14:40:00,750.0,4.9,40.2,2.813,0,normal,-
2024-12-13 14:45:00,757.0,5.0,40.1,3.041,0,normal,-
2024-12-13 14:50:00,752.0,4.8,40.6,3.269,0,normal,-
2024-12-13 14:55:00,748.0,4.7,40.9,3.195,0,normal,-
2024-12-13 15:00:00,750.0,5.0,40.9,3.533,0,normal,-
2024-12-13 15:05:00,751.0,5.2,41.1,3.279,0,normal,-
2024-12-13 15:10:00,754.0,5.2,41.7,3.941,0,normal,-
2024-12-13 15:15:00,749.0,4.7,41.3,2.954,0,normal,-
2024-12-13 15:20:00,745.0,4.9,41.2,3.259,0,normal,-
2024-12-13 15:25:00,749.0,5.3,41.5,2.847,0,normal,-
2024-12-13 15:30:00,750.0,5.6,41.9,3.076,0,normal,-
2024-12-13 15:35:00,750.0,5.5,42.1,3.767,0,normal,-
2024-12-13 15:40:00,754.0,5.0,42.0,2.991,0,normal,-
2024-12-13 15:45:00,751.0,5.2,42.3,3.454,0,normal,-
2024-12-13 15:50:00,752.0,5.2,42.0,3.271,0,normal,-
2024-12-13 15:55:00,747.0,4.6,41.7,2.8,0,normal,-
2024-12-13 16:00:00,753.0,4.6,42.2,3.021,0,normal,-
2024-12-13 16:05:00,756.0,4.3,42.0,2.866,0,normal,-
2024-12-13 16:10:00,752.0,4.1,41.7,2.791,0,normal,-
2024-12-13 16:15:00,751.0,4.1,41.6,3.068,0,normal,-
2024-12-13 16:20:00,750.0,4.5,40.8,3.226,0,normal,-
2024-12-13 16:25:00,755.0,4.6,40.7,2.92,0,normal,-
2024-12-13 16:30:00,747.0,4.7,41.1,2.895,0,normal,-
2024-12-13 16:35:00,750.0,5.3,41.0,3.368,0,normal,-
2024-12-13 16:40:00,751.0,5.5,40.9,3.409,0,normal,-
2024-12-13 16:45:00,752.0,5.5,41.8,3.683,0,normal,-
2024-12-13 16:50:00,749.0,5.4,41.6,4.129,0,normal,-
2024-12-13 16:55:00,751.0,5.0,41.8,3.432,0,normal,-
2024-12-13 17:00:00,749.0,4.9,41.6,3.141,0,normal,-
2024-12-13 17:05:00,750.0,5.0,41.6,3.16,0,normal,-
2024-12-13 17:10:00,750.0,5.2,41.9,3.034,0,normal,-
2024-12-13 17:15:00,747.0,5.1,42.0,3.03,0,normal,-
2024-12-13 17:20:00,750.0,5.5,42.2,3.092,0,normal,-
2024-12-13 17:25:00,753.0,5.2,41.3,3.156,0,normal,-
2024-12-13 17:30:00,747.0,5.2,42.2,3.14,0,normal,-
2024-12-13 17:35:00,749.0,5.4,42.1,3.515,0,normal,-
2024-12-13 17:40:00,752.0,5.4,42.4,3.254,0,normal,-
2024-12-13 17:45:00,747.0,5.7,43.0,3.388,0,normal,-
2024-12-13 17:50:00,751.0,5.8,43.0,3.132,0,normal,-
2024-12-13 17:55:00,747.0,5.4,42.8,3.854,0,normal,-
2024-12-13 18:00:00,753.0,5.6,43.4,3.535,0,normal,-
2024-12-13 18:05:00,757.0,5.2,42.7,3.774,0,normal,-
2024-12-13 18:10:00,756.0,4.7,42.7,3.317,0,normal,-
2024-12-13 18:15:00,749.0,4.8,42.8,3.586,0,normal,-
2024-12-13 18:20:00,752.0,4.9,43.0,3.129,0,normal,-
2024-12-13 18:25:00,750.0,5.1,42.5,3.415,0,normal,-
